Path;File;Number of lines;Changed Lines;Lines added;Lines removed;Number of contributers;Number of contributions;Number of fixes;Number of non fixes
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\QueryStructure.java;QueryStructure.java;445;179;118;61;3;3;1;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\internal\MetadataImpl.java;MetadataImpl.java;445;103;84;19;3;7;0;7
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\criterion\DetachedCriteria.java;DetachedCriteria.java;442;10;5;5;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\util\SessionFactoryHelper.java;SessionFactoryHelper.java;440;28;22;6;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\SybaseASE15Dialect.java;SybaseASE15Dialect.java;439;5;5;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\AbstractReadWriteAccess.java;AbstractReadWriteAccess.java;439;35;20;15;3;5;1;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\spi\CollectionEntry.java;CollectionEntry.java;437;60;31;29;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\source\internal\hbm\AbstractEntitySourceImpl.java;AbstractEntitySourceImpl.java;433;3;0;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\loading\internal\CollectionLoadContext.java;CollectionLoadContext.java;431;163;103;60;5;10;2;8
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\SqlGenerator.java;SqlGenerator.java;429;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\persister\collection\BasicCollectionPersister.java;BasicCollectionPersister.java;428;197;122;75;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\TypeFactory.java;TypeFactory.java;428;335;198;137;4;9;1;8
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\env\internal\JdbcEnvironmentImpl.java;JdbcEnvironmentImpl.java;425;79;63;16;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\internal\javassist\BulkAccessorFactory.java;BulkAccessorFactory.java;423;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\spi\SessionFactoryImplementor.java;SessionFactoryImplementor.java;420;177;20;157;2;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\tree\IdentNode.java;IdentNode.java;416;14;3;11;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\Oracle9Dialect.java;Oracle9Dialect.java;415;13;12;1;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\tools\query\QueryBuilder.java;QueryBuilder.java;413;98;89;9;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\TypeHelper.java;TypeHelper.java;413;52;19;33;4;5;3;2
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\hana\HANASpatialDialect.java;HANASpatialDialect.java;411;330;255;75;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\AbstractStandardBasicType.java;AbstractStandardBasicType.java;408;72;36;36;2;4;1;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\DefaultDeleteEventListener.java;DefaultDeleteEventListener.java;407;52;42;10;5;5;0;5
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\procedure\internal\ProcedureParameterImpl.java;ProcedureParameterImpl.java;402;68;37;31;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\AbstractFlushingEventListener.java;AbstractFlushingEventListener.java;402;236;123;113;3;5;0;5
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\CriteriaQueryImpl.java;CriteriaQueryImpl.java;401;37;25;12;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\Cache.java;Cache.java;399;267;240;27;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\pretty\MessageHelper.java;MessageHelper.java;398;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\plan\exec\internal\AliasResolutionContextImpl.java;AliasResolutionContextImpl.java;396;13;8;5;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\query\criteria\AuditProperty.java;AuditProperty.java;395;12;11;1;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\entity\CacheEntityLoaderHelper.java;CacheEntityLoaderHelper.java;394;408;401;7;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\internal\BasicFormatterImpl.java;BasicFormatterImpl.java;393;15;11;4;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\context\internal\ThreadLocalSessionContext.java;ThreadLocalSessionContext.java;391;65;30;35;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\Column.java;Column.java;390;38;24;14;3;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\ClassPropertyHolder.java;ClassPropertyHolder.java;390;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\Statistics.java;Statistics.java;389;192;141;51;2;5;0;5
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\process\spi\MetadataBuildingProcess.java;MetadataBuildingProcess.java;387;120;66;54;3;6;0;6
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\spi\TypeConfiguration.java;TypeConfiguration.java;385;539;462;77;5;15;1;14
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\source\internal\hbm\AbstractPluralAttributeSourceImpl.java;AbstractPluralAttributeSourceImpl.java;385;69;49;20;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\MergeContext.java;MergeContext.java;383;17;3;14;3;3;1;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\AvailableSettings.java;AvailableSettings.java;380;27;24;3;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\spi\BatchFetchQueue.java;BatchFetchQueue.java;375;88;58;30;3;4;1;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\jdbc\internal\ResourceRegistryStandardImpl.java;ResourceRegistryStandardImpl.java;373;156;84;72;3;6;0;6
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\DefaultSaveOrUpdateEventListener.java;DefaultSaveOrUpdateEventListener.java;371;39;21;18;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\util\JoinProcessor.java;JoinProcessor.java;370;91;89;2;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\Property.java;Property.java;368;43;23;20;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\internal\bytebuddy\ByteBuddyState.java;ByteBuddyState.java;366;662;514;148;2;14;0;14
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\plan\exec\process\internal\ResultSetProcessingContextImpl.java;ResultSetProcessingContextImpl.java;365;6;4;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\action\internal\EntityUpdateAction.java;EntityUpdateAction.java;365;53;33;20;2;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\RootClass.java;RootClass.java;364;3;2;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\ScrollableResults.java;ScrollableResults.java;361;3;2;1;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\CUBRIDDialect.java;CUBRIDDialect.java;361;9;8;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\Environment.java;Environment.java;360;60;38;22;2;6;0;6
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\spi\InFlightMetadataCollector.java;InFlightMetadataCollector.java;360;24;15;9;1;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\ManyToOneType.java;ManyToOneType.java;358;105;62;43;3;5;1;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\annotations\reflection\XMLContext.java;XMLContext.java;358;37;23;14;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\custom\sql\SQLQueryParser.java;SQLQueryParser.java;356;5;4;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\internal\EhcacheRegionFactory.java;EhcacheRegionFactory.java;356;658;507;151;3;12;0;12
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\internal\bytebuddy\BiDirectionalAssociationHandler.java;BiDirectionalAssociationHandler.java;355;85;55;30;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\query\internal\impl\AbstractAuditQuery.java;AbstractAuditQuery.java;354;18;16;2;1;3;1;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\query\AuditQueryCreator.java;AuditQueryCreator.java;353;133;130;3;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\oracle\OracleSpatialFunctions.java;OracleSpatialFunctions.java;350;61;30;31;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\CustomType.java;CustomType.java;350;78;44;34;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\relation\AbstractCollectionMapper.java;AbstractCollectionMapper.java;349;382;157;225;2;5;1;4
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\db2\DB2SpatialDialect.java;DB2SpatialDialect.java;346;350;348;2;2;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\ValueHandlerFactory.java;ValueHandlerFactory.java;346;9;9;0;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\internal\BootstrapContextImpl.java;BootstrapContextImpl.java;344;356;350;6;1;6;0;6
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\internal\bytebuddy\PersistentAttributeTransformer.java;PersistentAttributeTransformer.java;343;109;68;41;3;8;0;8
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\registry\StandardServiceRegistryBuilder.java;StandardServiceRegistryBuilder.java;341;44;25;19;3;6;0;6
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\source\internal\annotations\AnnotationMetadataSourceProcessorImpl.java;AnnotationMetadataSourceProcessorImpl.java;340;50;27;23;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\event\internal\CallbackBuilderLegacyImpl.java;CallbackBuilderLegacyImpl.java;338;209;152;57;4;8;0;8
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tuple\PropertyFactory.java;PropertyFactory.java;338;30;19;11;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\configuration\internal\metadata\IdMetadataGenerator.java;IdMetadataGenerator.java;338;188;139;49;1;2;2;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\spi\SqlExceptionHelper.java;SqlExceptionHelper.java;337;17;15;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\internal\AbstractIdentifiableType.java;AbstractIdentifiableType.java;336;424;380;44;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\InheritanceState.java;InheritanceState.java;335;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\oracle\OracleSDOSupport.java;OracleSDOSupport.java;334;23;14;9;3;3;1;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\transaction\backend\jdbc\internal\JdbcResourceLocalTransactionCoordinatorImpl.java;JdbcResourceLocalTransactionCoordinatorImpl.java;334;42;32;10;4;5;0;5
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\hbm2ddl\SchemaExportTask.java;SchemaExportTask.java;333;2;2;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\spi\CascadeStyles.java;CascadeStyles.java;332;3;2;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\env\internal\ExtractedDatabaseMetaDataImpl.java;ExtractedDatabaseMetaDataImpl.java;330;32;22;10;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\EnumType.java;EnumType.java;329;32;25;7;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\persister\walking\spi\MetamodelGraphWalker.java;MetamodelGraphWalker.java;329;199;116;83;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\internal\AttributeNodeImpl.java;AttributeNodeImpl.java;327;371;349;22;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\ExternalSessionFactoryConfig.java;ExternalSessionFactoryConfig.java;324;8;4;4;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\persister\collection\CollectionPersister.java;CollectionPersister.java;323;10;7;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\IngresDialect.java;IngresDialect.java;323;7;7;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\plan\exec\process\internal\AbstractRowReader.java;AbstractRowReader.java;323;52;47;5;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\Settings.java;Settings.java;323;42;23;19;3;8;1;7
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tuple\entity\PojoEntityTuplizer.java;PojoEntityTuplizer.java;320;119;58;61;3;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\HibernateSchemaManagementTool.java;HibernateSchemaManagementTool.java;320;5;1;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\spi\SessionFactoryOptions.java;SessionFactoryOptions.java;319;93;77;16;5;16;1;15
E:\workspace\java\hibernate-orm\tooling\metamodel-generator\src\main\java\org\hibernate\jpamodelgen\annotation\MetaAttributeGenerationVisitor.java;MetaAttributeGenerationVisitor.java;317;28;13;15;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\InformixDialect.java;InformixDialect.java;315;16;11;5;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\tree\MapEntryNode.java;MapEntryNode.java;313;22;13;9;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\AbstractScrollableResults.java;AbstractScrollableResults.java;312;8;5;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\collection\internal\PersistentArrayHolder.java;PersistentArrayHolder.java;312;29;28;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\action\internal\UnresolvedEntityInsertActions.java;UnresolvedEntityInsertActions.java;311;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\event\spi\BaseEnversCollectionEventListener.java;BaseEnversCollectionEventListener.java;309;16;13;3;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\hbm2ddl\SchemaUpdate.java;SchemaUpdate.java;309;4;1;3;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\internal\ParameterMetadataImpl.java;ParameterMetadataImpl.java;309;50;31;19;2;5;0;5
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\registry\internal\BootstrapServiceRegistryImpl.java;BootstrapServiceRegistryImpl.java;309;12;6;6;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\OneToOneSecondPass.java;OneToOneSecondPass.java;309;76;33;43;4;4;0;4
E:\workspace\java\hibernate-orm\tooling\hibernate-enhance-maven-plugin\src\main\java\org\hibernate\orm\tooling\maven\MavenEnhancePlugin.java;MavenEnhancePlugin.java;308;33;20;13;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\EntityGraphs.java;EntityGraphs.java;306;648;477;171;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\ExceptionConverterImpl.java;ExceptionConverterImpl.java;305;156;90;66;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\plan\exec\process\internal\ResultSetProcessorImpl.java;ResultSetProcessorImpl.java;305;40;25;15;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\plan\exec\internal\AbstractLoadQueryDetails.java;AbstractLoadQueryDetails.java;302;65;37;28;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\internal\Collections.java;Collections.java;302;126;69;57;3;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\registry\classloading\internal\ClassLoaderServiceImpl.java;ClassLoaderServiceImpl.java;299;523;162;361;3;8;0;8
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\AuditReader.java;AuditReader.java;299;20;16;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\persister\walking\internal\CompositionSingularSubAttributesHelper.java;CompositionSingularSubAttributesHelper.java;298;17;15;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jcache\src\main\java\org\hibernate\cache\jcache\internal\JCacheRegionFactory.java;JCacheRegionFactory.java;297;749;523;226;4;11;0;11
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\boot\internal\EnversServiceImpl.java;EnversServiceImpl.java;295;33;12;21;3;5;0;5
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\internal\QueryResultsCacheImpl.java;QueryResultsCacheImpl.java;294;23;10;13;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\loading\internal\LoadContexts.java;LoadContexts.java;292;10;5;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\internal\bytebuddy\BytecodeProviderImpl.java;BytecodeProviderImpl.java;291;198;106;92;3;11;0;11
